Player,Score,Points,Rebounds,Steals,Assists,Turnovers,Blocks,Dates
nba-marreese-speights,0.0,0,0,0,0,0,0,2016-04-09
nba-marreese-speights,15.6,8,8,0,0,2,0,2016-04-10
nba-marreese-speights,18.7,10,6,0,1,0,0,2016-04-13
nba-marreese-speights,5.2,4,1,0,0,0,0,current
nba-festus-ezeli,15.2,9,6,0,0,1,0,2015-10-27
nba-festus-ezeli,3.4,1,2,0,0,0,0,2015-10-30
nba-festus-ezeli,8.0,3,5,0,0,1,0,2015-10-31
nba-festus-ezeli,4.4,4,2,0,0,2,0,2015-11-02
nba-festus-ezeli,20.3,6,4,1,1,2,4,2015-11-04
nba-festus-ezeli,18.4,8,7,1,0,0,0,2015-11-06
nba-festus-ezeli,23.3,7,9,0,1,0,2,2015-11-07
nba-festus-ezeli,14.5,3,5,0,1,0,2,2015-11-09
nba-festus-ezeli,30.4,16,7,1,2,3,2,2015-11-11
nba-festus-ezeli,20.7,8,6,1,1,0,1,2015-11-12
nba-festus-ezeli,1.2,0,1,0,0,0,0,2015-11-14
nba-festus-ezeli,12.2,4,6,0,0,1,1,2015-11-17
nba-festus-ezeli,24.0,8,10,1,0,0,1,2015-11-20
nba-festus-ezeli,16.4,8,2,0,2,1,2,2015-11-22
nba-festus-ezeli,17.0,12,5,0,0,1,0,2015-11-24
nba-festus-ezeli,16.9,10,2,0,3,0,0,2015-11-27
nba-festus-ezeli,9.8,3,4,0,0,2,2,2015-11-28
nba-festus-ezeli,12.0,4,5,0,2,1,0,2015-11-30
nba-festus-ezeli,24.6,13,8,2,0,2,0,2015-12-02
nba-festus-ezeli,12.5,1,5,1,1,0,1,2015-12-05
nba-festus-ezeli,15.3,9,4,0,1,0,0,2015-12-06
nba-festus-ezeli,32.0,14,10,2,2,1,0,2015-12-11
nba-festus-ezeli,26.7,8,6,2,1,2,4,2015-12-12
nba-festus-ezeli,8.9,1,2,1,1,0,1,2015-12-16
nba-festus-ezeli,28.4,12,12,1,0,2,1,2015-12-18
nba-festus-ezeli,7.9,5,2,0,1,1,0,2015-12-23
nba-festus-ezeli,9.2,1,6,1,0,1,0,2015-12-28
nba-festus-ezeli,10.0,3,5,1,0,1,0,2015-12-31
nba-festus-ezeli,28.0,11,10,0,0,1,3,2016-01-02
nba-festus-ezeli,4.6,2,3,0,0,1,0,2016-01-04
nba-festus-ezeli,20.9,9,7,0,1,2,2,2016-01-05
nba-festus-ezeli,22.3,13,4,1,1,1,1,2016-01-09
nba-festus-ezeli,23.8,12,4,0,2,0,2,2016-01-11
nba-festus-ezeli,12.0,7,5,0,0,1,0,2016-01-13
nba-festus-ezeli,7.6,4,3,0,0,0,0,2016-01-14
nba-festus-ezeli,24.8,6,9,0,2,1,3,2016-01-16
nba-festus-ezeli,27.5,12,5,0,1,0,4,2016-01-18
nba-festus-ezeli,18.9,9,7,0,1,0,0,2016-01-20
nba-festus-ezeli,6.6,2,3,0,0,1,1,2016-01-22
nba-festus-ezeli,31.0,10,10,0,0,1,5,2016-01-25
nba-festus-ezeli,24.7,11,11,0,1,1,0,2016-01-30
nba-festus-ezeli,13.2,4,6,0,0,0,1,2016-04-03
nba-festus-ezeli,8.0,4,0,1,0,0,1,2016-04-05
nba-festus-ezeli,25.4,10,12,0,0,1,1,2016-04-07
nba-festus-ezeli,16.3,5,4,0,3,2,2,2016-04-09
nba-festus-ezeli,15.2,8,6,0,0,0,0,2016-04-10
nba-festus-ezeli,9.0,4,5,0,0,1,0,current
nba-justise-winslow,14.3,2,4,2,3,1,0,2015-10-28
nba-justise-winslow,9.6,0,3,2,2,3,1,2015-10-30
nba-justise-winslow,15.2,7,6,0,0,1,1,2015-11-01
nba-justise-winslow,19.9,8,2,2,3,1,1,2015-11-03
nba-justise-winslow,15.5,11,5,0,1,3,0,2015-11-05
nba-justise-winslow,10.5,0,5,1,1,1,1,2015-11-06
nba-justise-winslow,17.1,3,3,1,3,0,2,2015-11-08
nba-justise-winslow,19.1,8,3,1,3,1,1,2015-11-10
nba-justise-winslow,22.5,7,10,1,1,0,0,2015-11-12
nba-justise-winslow,8.2,2,1,3,0,1,0,2015-11-17
nba-justise-winslow,8.2,2,6,1,0,3,0,2015-11-19
nba-justise-winslow,20.7,14,6,0,1,2,0,2015-11-21
nba-justise-winslow,7.1,2,3,0,1,0,0,2015-11-23
nba-justise-winslow,20.1,7,8,1,1,0,0,2015-11-25
nba-justise-winslow,12.6,4,3,0,4,1,0,2015-11-27
nba-justise-winslow,9.3,0,4,0,3,0,0,2015-11-30
nba-justise-winslow,4.4,2,2,0,0,0,0,2015-12-03
nba-justise-winslow,13.2,4,6,0,4,4,0,2015-12-05
nba-justise-winslow,7.4,8,2,0,0,3,0,2015-12-07
nba-justise-winslow,20.7,8,6,1,3,1,0,2015-12-09
nba-justise-winslow,16.5,9,5,1,1,2,0,2015-12-11
nba-justise-winslow,3.2,3,1,0,0,1,0,2015-12-13
nba-justise-winslow,18.7,8,11,1,1,6,0,2015-12-14
nba-justise-winslow,18.0,4,10,1,0,0,0,2015-12-16
nba-justise-winslow,12.8,6,4,0,2,1,0,2015-12-18
nba-justise-winslow,14.4,5,7,0,2,2,0,2015-12-20
nba-justise-winslow,12.8,6,4,0,2,1,0,2015-12-22
nba-justise-winslow,6.8,4,4,0,0,4,1,2015-12-25
nba-justise-winslow,19.1,5,8,1,3,2,0,2015-12-26
nba-justise-winslow,22.4,9,7,1,2,0,0,2016-01-01
nba-justise-winslow,22.6,11,8,0,0,0,1,2016-01-03
nba-justise-winslow,0.0,0,0,0,0,2,1,2016-01-04
nba-justise-winslow,13.8,6,4,1,2,2,0,2016-01-06
nba-justise-winslow,27.4,13,7,2,2,1,0,2016-01-08
nba-justise-winslow,31.0,8,10,3,2,2,2,2016-01-09
nba-justise-winslow,16.6,7,3,1,2,1,1,2016-01-11
nba-justise-winslow,24.1,13,8,0,1,0,0,2016-01-13
nba-justise-winslow,14.5,7,5,0,1,0,0,2016-01-15
nba-justise-winslow,8.1,4,3,0,1,1,0,2016-01-17
nba-justise-winslow,14.0,2,10,0,0,0,0,2016-01-19
nba-justise-winslow,19.2,9,6,1,0,1,1,2016-01-20
nba-justise-winslow,16.1,7,3,1,1,0,1,2016-01-22
nba-justise-winslow,10.2,2,6,1,0,1,0,2016-01-25
nba-justise-winslow,4.6,2,3,0,0,3,1,2016-01-26
nba-justise-winslow,28.2,11,6,3,2,1,1,2016-01-29
nba-justise-winslow,15.6,4,3,1,4,0,0,2016-01-31
nba-justise-winslow,16.1,3,3,3,1,0,1,2016-02-02
nba-justise-winslow,13.1,3,8,0,1,1,0,2016-02-03
nba-justise-winslow,20.4,6,7,0,4,2,1,2016-02-05
nba-justise-winslow,25.8,13,9,2,0,2,0,2016-02-07
nba-justise-winslow,15.3,8,4,1,1,3,1,2016-02-09
nba-justise-winslow,20.9,9,7,1,1,0,0,2016-02-19
nba-justise-winslow,27.2,8,6,3,4,0,0,2016-02-20
nba-justise-winslow,16.6,13,3,0,0,0,0,2016-02-22
nba-justise-winslow,20.6,9,8,0,2,1,0,2016-02-24
nba-justise-winslow,37.4,15,7,4,4,0,0,2016-02-27
nba-justise-winslow,20.0,9,5,1,2,0,0,2016-02-28
nba-justise-winslow,19.6,10,3,2,2,1,0,2016-03-01
nba-justise-winslow,27.6,20,3,2,0,0,0,2016-03-03
nba-justise-winslow,6.4,2,2,0,0,0,1,2016-03-04
nba-justise-winslow,20.6,0,13,0,4,1,0,2016-03-06
nba-justise-winslow,8.3,2,4,0,1,0,0,2016-03-09
nba-justise-winslow,27.8,8,9,2,4,1,0,2016-03-11
nba-justise-winslow,25.6,11,8,3,2,4,0,2016-03-12
nba-justise-winslow,19.0,12,5,0,0,1,1,2016-03-17
nba-justise-winslow,2.1,0,3,0,1,3,0,2016-03-19
nba-justise-winslow,11.9,6,2,2,1,2,0,2016-03-22
nba-justise-winslow,1.5,2,0,0,1,2,0,2016-03-23
nba-justise-winslow,20.7,7,6,0,3,0,1,2016-03-25
nba-justise-winslow,10.1,5,3,1,1,2,0,2016-03-28
nba-justise-winslow,27.0,8,10,2,2,0,0,2016-03-30
nba-justise-winslow,22.8,10,9,0,0,2,2,2016-04-01
nba-justise-winslow,5.8,4,4,0,0,3,0,2016-04-02
nba-justise-winslow,16.9,10,2,0,3,0,0,2016-04-05
nba-justise-winslow,15.2,4,6,1,0,0,1,2016-04-07
nba-justise-winslow,9.7,6,1,2,1,3,0,2016-04-08
nba-justise-winslow,16.8,6,4,3,0,0,0,2016-04-10
nba-justise-winslow,24.2,9,6,0,6,1,0,2016-04-13
nba-justise-winslow,5.6,2,3,0,0,0,0,current
nba-allen-crabbe,5.0,5,0,0,0,0,0,2015-10-28
nba-allen-crabbe,31.1,26,3,0,1,0,0,2015-10-30
nba-allen-crabbe,11.9,8,2,0,1,0,0,2015-10-31
nba-allen-crabbe,20.6,15,3,0,2,1,0,2015-11-02
nba-allen-crabbe,21.2,18,1,2,0,2,0,2015-11-04
nba-allen-crabbe,18.0,18,0,1,0,2,0,2015-11-05
nba-allen-crabbe,10.1,0,3,3,1,1,0,2015-11-08
nba-allen-crabbe,6.7,4,1,0,1,0,0,2015-11-09
nba-allen-crabbe,21.6,16,3,0,2,1,0,2015-11-11
nba-allen-crabbe,13.5,12,0,0,1,0,0,2015-11-13
nba-allen-crabbe,26.3,14,4,2,3,1,0,2015-11-15
nba-allen-crabbe,10.9,6,2,1,1,1,0,2015-11-16
nba-allen-crabbe,30.3,21,4,1,1,1,1,2015-11-18
nba-allen-crabbe,18.3,14,4,0,1,2,0,2015-11-20
nba-allen-crabbe,21.8,11,4,1,2,1,1,2015-11-22
nba-allen-crabbe,24.8,13,4,3,0,1,1,2015-11-24
nba-allen-crabbe,11.1,6,3,0,1,0,0,2015-11-28
nba-allen-crabbe,16.6,11,3,0,0,0,1,2015-11-30
nba-allen-crabbe,20.9,11,2,1,1,0,2,2015-12-01
nba-allen-crabbe,20.1,13,3,1,1,0,0,2015-12-03
nba-allen-crabbe,24.5,18,5,0,1,1,0,2015-12-05
nba-allen-crabbe,23.6,14,3,2,2,1,0,2015-12-07
nba-allen-crabbe,23.5,7,5,2,5,1,0,2015-12-08
nba-allen-crabbe,5.5,3,0,0,3,2,0,2015-12-11
nba-allen-crabbe,9.5,7,0,1,1,1,0,2015-12-12
nba-allen-crabbe,10.6,8,3,1,0,3,0,2015-12-14
nba-allen-crabbe,33.2,19,6,2,2,0,0,2015-12-16
nba-allen-crabbe,4.0,3,0,1,0,1,0,2015-12-18
nba-allen-crabbe,10.1,4,3,1,1,1,0,2015-12-20
nba-allen-crabbe,25.1,11,3,3,1,1,2,2015-12-21
nba-allen-crabbe,24.1,17,3,2,1,2,0,2015-12-23
nba-allen-crabbe,6.6,3,3,0,0,0,0,2015-12-26
nba-allen-crabbe,23.4,15,2,1,2,1,1,2015-12-27
nba-allen-crabbe,22.0,9,5,1,2,0,1,2015-12-30
nba-allen-crabbe,17.2,9,6,1,0,1,0,2015-12-31
nba-allen-crabbe,18.3,8,4,2,1,0,0,2016-01-03
nba-allen-crabbe,22.9,18,2,0,3,2,0,2016-01-04
nba-allen-crabbe,4.6,1,3,0,0,0,0,2016-01-06
nba-allen-crabbe,15.6,10,3,0,0,0,1,2016-01-08
nba-allen-crabbe,11.2,6,1,1,2,1,0,2016-01-10
nba-allen-crabbe,9.7,6,1,1,1,1,0,2016-01-13
nba-allen-crabbe,20.1,12,3,2,1,1,0,2016-01-15
nba-allen-crabbe,26.8,19,4,0,2,2,1,2016-01-16
nba-allen-crabbe,22.4,17,2,0,2,0,0,2016-01-18
nba-allen-crabbe,13.9,6,2,1,1,0,1,2016-01-20
nba-allen-crabbe,12.5,5,0,2,3,1,0,2016-01-23
nba-allen-crabbe,4.6,1,3,0,0,0,0,2016-01-26
nba-allen-crabbe,16.1,11,3,0,1,0,0,2016-01-29
nba-allen-crabbe,29.0,24,5,0,0,1,0,2016-01-31
nba-allen-crabbe,6.7,2,1,0,3,1,0,2016-02-02
nba-allen-crabbe,27.5,18,5,1,1,2,1,2016-02-04
nba-allen-crabbe,19.6,11,3,1,2,0,0,2016-02-08
nba-allen-crabbe,16.5,10,5,0,1,1,0,2016-02-10
nba-allen-crabbe,13.5,5,0,2,3,0,0,2016-02-19
nba-allen-crabbe,25.1,20,3,1,1,2,0,2016-02-21
nba-allen-crabbe,14.3,7,4,0,3,2,0,2016-02-23
nba-allen-crabbe,10.6,7,3,0,0,0,0,2016-02-25
nba-allen-crabbe,24.0,15,5,2,0,1,0,2016-02-27
nba-allen-crabbe,18.1,14,3,0,1,1,0,2016-02-28
nba-allen-crabbe,8.2,5,1,0,0,0,1,2016-03-01
nba-allen-crabbe,15.1,11,3,0,1,1,0,2016-03-02
nba-allen-crabbe,12.4,4,2,2,2,1,0,2016-03-04
nba-allen-crabbe,19.6,11,3,1,2,0,0,2016-03-06
nba-allen-crabbe,9.7,9,1,0,1,2,0,2016-03-08
nba-allen-crabbe,13.9,9,2,1,1,1,0,2016-03-11
nba-allen-crabbe,5.2,2,1,1,0,0,0,2016-03-12
nba-allen-crabbe,19.4,15,2,1,0,0,0,2016-03-14
nba-allen-crabbe,6.7,4,1,0,1,0,0,2016-03-17
nba-allen-crabbe,10.1,6,3,0,1,1,0,2016-03-18
nba-allen-crabbe,13.4,6,2,1,2,0,0,2016-03-20
nba-allen-crabbe,16.1,11,3,0,1,0,0,2016-03-23
nba-allen-crabbe,10.9,9,2,0,1,2,0,2016-03-24
nba-allen-crabbe,29.5,20,5,2,1,2,0,2016-03-26
nba-allen-crabbe,17.3,8,4,2,1,1,0,2016-03-28
nba-allen-crabbe,7.9,4,2,0,1,0,0,2016-03-31
nba-allen-crabbe,17.7,11,1,1,3,1,0,2016-04-02
nba-allen-crabbe,26.6,16,3,1,2,0,1,2016-04-03
nba-allen-crabbe,10.0,11,0,0,0,1,0,2016-04-05
nba-allen-crabbe,18.1,12,3,0,1,1,1,2016-04-06
nba-allen-crabbe,12.8,3,4,0,4,1,0,2016-04-09
nba-allen-crabbe,6.8,3,4,0,0,1,0,2016-04-13
nba-allen-crabbe,15.1,11,3,0,1,1,0,current
nba-josh-mcroberts,11.8,0,4,2,2,0,0,2015-10-28
nba-josh-mcroberts,8.2,2,1,1,2,2,1,2015-10-30
nba-josh-mcroberts,7.9,6,2,0,1,2,0,2015-11-01
nba-josh-mcroberts,4.7,3,1,0,1,1,0,2015-11-03
nba-josh-mcroberts,15.9,8,2,0,5,2,0,2015-11-05
nba-josh-mcroberts,0.2,0,1,0,0,1,0,2015-11-08
nba-josh-mcroberts,3.9,0,2,0,1,0,0,2015-11-10
nba-josh-mcroberts,12.3,2,4,1,1,0,1,2015-11-12
nba-josh-mcroberts,14.8,6,4,1,2,1,0,2015-11-17
nba-josh-mcroberts,10.9,3,2,1,1,0,1,2015-11-19
nba-josh-mcroberts,15.8,2,9,0,2,0,0,2015-11-25
nba-josh-mcroberts,13.9,9,2,1,1,1,0,2015-11-27
nba-josh-mcroberts,12.4,6,2,0,2,1,1,2015-12-03
nba-josh-mcroberts,2.1,0,3,0,1,3,0,2015-12-05
nba-josh-mcroberts,5.9,0,2,0,1,0,1,2015-12-07
nba-josh-mcroberts,0.0,0,0,0,0,0,0,2016-01-29
nba-josh-mcroberts,13.2,4,1,1,4,0,0,2016-01-31
nba-josh-mcroberts,24.6,12,3,1,4,1,1,2016-02-02
nba-josh-mcroberts,13.3,4,4,1,3,2,0,2016-02-03
nba-josh-mcroberts,1.5,0,0,0,1,0,0,2016-02-07
nba-josh-mcroberts,5.6,2,3,0,0,0,0,2016-02-09
nba-josh-mcroberts,8.8,4,4,0,0,0,0,2016-02-19
nba-josh-mcroberts,5.5,2,0,1,1,0,0,2016-02-20
nba-josh-mcroberts,15.1,8,3,0,3,1,0,2016-02-22
nba-josh-mcroberts,40.2,19,6,0,10,1,0,2016-02-24
nba-josh-mcroberts,4.9,2,2,0,1,1,0,2016-03-01
nba-josh-mcroberts,15.1,9,3,0,3,2,0,2016-03-03
nba-josh-mcroberts,0.0,0,0,0,0,0,0,2016-03-04
nba-josh-mcroberts,6.6,0,3,0,2,0,0,2016-03-09
nba-josh-mcroberts,11.1,3,3,0,3,0,0,2016-03-11
nba-josh-mcroberts,11.4,7,2,0,0,0,1,2016-03-12
nba-josh-mcroberts,1.2,0,1,0,0,0,0,2016-03-14
nba-josh-mcroberts,-1.0,0,0,0,0,1,0,2016-03-17
nba-josh-mcroberts,10.3,2,4,0,3,1,0,2016-03-19
nba-josh-mcroberts,18.1,5,3,3,3,1,0,2016-03-25
nba-josh-mcroberts,23.7,10,6,2,3,2,0,2016-04-01
nba-josh-mcroberts,0.4,0,2,0,0,2,0,2016-04-02
nba-josh-mcroberts,8.9,2,2,0,3,0,0,2016-04-07
nba-josh-mcroberts,5.4,0,2,0,2,0,0,2016-04-08
nba-josh-mcroberts,17.3,6,4,0,5,1,0,2016-04-10
nba-josh-mcroberts,3.0,0,0,0,2,0,0,2016-04-12
nba-josh-mcroberts,14.6,2,3,2,2,0,1,2016-04-13
nba-josh-mcroberts,8.1,0,3,0,3,0,0,current
nba-james-michael-mcadoo,10.6,4,3,1,0,1,1,2015-10-27
nba-james-michael-mcadoo,16.2,7,6,1,0,0,0,2015-10-31
nba-james-michael-mcadoo,7.1,3,3,0,1,1,0,2015-11-02
nba-james-michael-mcadoo,10.7,7,1,1,1,1,0,2015-11-06
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,2015-11-07
nba-james-michael-mcadoo,9.6,5,3,1,0,1,0,2015-11-09
nba-james-michael-mcadoo,6.6,3,3,0,0,0,0,2015-11-12
nba-james-michael-mcadoo,10.7,4,1,1,1,0,1,2015-11-14
nba-james-michael-mcadoo,3.4,2,2,0,0,1,0,2015-11-19
nba-james-michael-mcadoo,1.2,0,1,0,0,0,0,2015-11-20
nba-james-michael-mcadoo,1.5,0,0,0,1,0,0,2015-11-22
nba-james-michael-mcadoo,5.7,4,1,0,1,1,0,2015-11-30
nba-james-michael-mcadoo,5.0,1,0,1,2,1,0,2015-12-02
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,2015-12-05
nba-james-michael-mcadoo,12.4,7,2,0,2,0,0,2015-12-08
nba-james-michael-mcadoo,16.1,7,3,2,1,0,0,2015-12-11
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,2015-12-16
nba-james-michael-mcadoo,21.7,7,6,0,1,0,3,2015-12-18
nba-james-michael-mcadoo,0.5,0,0,0,1,1,0,2015-12-25
nba-james-michael-mcadoo,7.4,3,2,0,0,0,1,2015-12-30
nba-james-michael-mcadoo,18.9,9,7,0,1,0,0,2016-01-02
nba-james-michael-mcadoo,4.7,3,1,0,1,1,0,2016-01-05
nba-james-michael-mcadoo,2.0,2,0,1,0,2,0,2016-01-09
nba-james-michael-mcadoo,8.9,3,2,1,1,0,0,2016-02-27
nba-james-michael-mcadoo,1.5,0,0,0,1,0,0,2016-03-01
nba-james-michael-mcadoo,4.2,4,1,0,0,1,0,2016-03-06
nba-james-michael-mcadoo,6.7,4,1,0,1,0,0,2016-03-09
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,2016-03-11
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,2016-03-12
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,2016-03-14
nba-james-michael-mcadoo,1.2,0,1,0,0,0,0,2016-03-16
nba-james-michael-mcadoo,6.4,4,2,0,0,0,0,2016-03-18
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,2016-03-21
nba-james-michael-mcadoo,2.0,2,0,0,0,0,0,2016-03-23
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,2016-03-29
nba-james-michael-mcadoo,6.2,5,1,0,0,0,0,2016-03-30
nba-james-michael-mcadoo,2.4,0,2,0,0,0,0,2016-04-01
nba-james-michael-mcadoo,2.0,0,0,0,0,0,1,2016-04-03
nba-james-michael-mcadoo,16.5,11,5,0,1,2,0,2016-04-05
nba-james-michael-mcadoo,6.0,6,0,0,0,2,1,2016-04-09
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,2016-04-10
nba-james-michael-mcadoo,0.0,0,0,0,0,0,0,current
nba-norman-powell,2.0,2,0,0,0,0,0,2015-11-01
nba-norman-powell,9.9,2,2,0,3,1,1,2015-11-08
nba-norman-powell,24.4,15,7,0,2,2,0,2015-11-10
nba-norman-powell,1.2,0,1,0,0,0,0,2015-11-15
nba-norman-powell,1.4,0,2,0,0,1,0,2015-11-17
nba-norman-powell,1.5,0,0,0,1,0,0,2015-11-18
nba-norman-powell,1.2,0,1,0,0,0,0,2015-11-22
nba-norman-powell,1.2,0,1,0,0,0,0,2015-11-25
nba-norman-powell,0.0,0,0,0,0,0,0,2015-11-28
nba-norman-powell,12.6,5,3,0,2,1,1,2015-12-02
nba-norman-powell,39.2,27,6,1,4,3,0,2015-12-03
nba-norman-powell,3.2,2,1,0,0,0,0,2015-12-05
nba-norman-powell,0.0,0,0,0,0,0,0,2015-12-13
nba-norman-powell,28.3,14,4,2,5,4,1,2015-12-14
nba-norman-powell,-2.0,0,0,0,0,2,0,2015-12-17
nba-norman-powell,1.2,0,1,0,0,0,0,2015-12-18
nba-norman-powell,49.3,30,9,1,5,1,0,2015-12-20
nba-norman-powell,13.3,4,4,2,1,1,0,2016-01-04
nba-norman-powell,2.7,0,1,0,1,0,0,2016-01-06
nba-norman-powell,28.3,18,4,3,1,2,0,2016-01-08
nba-norman-powell,22.6,17,3,1,2,3,0,2016-01-09
nba-norman-powell,4.7,0,1,1,1,0,0,2016-01-18
nba-norman-powell,1.2,0,1,0,0,0,0,2016-01-20
nba-norman-powell,20.8,10,4,2,2,1,0,2016-01-26
nba-norman-powell,26.8,18,4,0,0,0,2,2016-01-28
nba-norman-powell,7.5,2,0,2,1,0,0,2016-01-30
nba-norman-powell,4.0,2,0,0,0,0,1,2016-02-01
nba-norman-powell,9.9,2,2,1,1,0,1,2016-02-02
nba-norman-powell,29.6,17,3,1,2,0,2,2016-02-08
nba-norman-powell,11.6,8,3,0,0,0,0,2016-02-10
nba-norman-powell,12.1,5,3,1,1,0,0,2016-02-19
nba-norman-powell,10.4,10,2,0,0,2,0,2016-02-21
nba-norman-powell,13.1,6,3,1,1,0,0,2016-02-22
nba-norman-powell,2.0,0,0,1,0,0,0,2016-02-26
nba-norman-powell,1.2,0,1,0,0,0,0,2016-02-28
nba-norman-powell,1.2,0,1,0,0,0,0,2016-03-02
nba-norman-powell,17.7,10,6,0,1,1,0,2016-03-04
nba-norman-powell,6.7,2,1,1,1,0,0,2016-03-10
nba-norman-powell,5.6,3,3,0,0,1,0,2016-03-17
nba-norman-powell,15.3,8,4,1,1,1,0,2016-03-20
nba-norman-powell,0.0,0,0,0,0,0,0,2016-03-23
nba-norman-powell,5.6,0,3,1,0,0,0,2016-03-30
nba-norman-powell,13.5,6,5,0,1,0,0,2016-04-01
nba-norman-powell,5.7,0,1,2,1,1,0,2016-04-02
nba-norman-powell,11.7,2,1,2,3,0,0,2016-04-07
nba-norman-powell,2.0,2,0,0,0,0,0,2016-04-08
nba-norman-powell,21.8,13,4,1,2,3,1,2016-04-10
nba-norman-powell,16.3,10,4,0,1,0,0,2016-04-12
nba-norman-powell,3.4,1,2,1,0,2,0,2016-04-13
nba-norman-powell,15.7,13,1,0,1,0,0,current
nba-brandon-rush,17.9,11,2,1,1,1,1,2015-10-27
nba-brandon-rush,10.8,5,4,0,0,1,1,2015-10-30
nba-brandon-rush,14.8,7,4,1,0,1,1,2015-10-31
nba-brandon-rush,3.0,2,0,0,0,1,1,2015-11-02
nba-brandon-rush,10.6,3,3,0,0,0,2,2015-11-04
nba-brandon-rush,5.2,5,1,0,0,1,0,2015-11-06
nba-brandon-rush,19.0,10,5,0,2,0,0,2015-11-07
nba-brandon-rush,13.5,3,5,0,3,0,0,2015-11-09
nba-brandon-rush,2.4,0,2,0,0,0,0,2015-11-12
nba-brandon-rush,3.4,0,2,0,0,1,1,2015-11-14
nba-brandon-rush,8.4,3,2,1,0,1,1,2015-11-17
nba-brandon-rush,19.5,6,5,1,3,1,1,2015-11-19
nba-brandon-rush,12.1,7,3,1,1,2,0,2015-11-24
nba-brandon-rush,13.8,8,4,0,0,1,1,2015-11-27
nba-brandon-rush,0.0,0,0,0,0,0,0,2015-11-28
nba-brandon-rush,9.6,5,3,1,0,1,0,2015-11-30
nba-brandon-rush,3.5,2,0,0,1,0,0,2015-12-02
nba-brandon-rush,10.2,2,6,0,2,2,0,2015-12-05
nba-brandon-rush,3.6,0,3,0,0,0,0,2015-12-06
nba-brandon-rush,7.1,2,3,0,1,0,0,2015-12-08
nba-brandon-rush,13.8,5,4,0,2,1,1,2015-12-11
nba-brandon-rush,9.6,3,3,0,2,0,0,2015-12-12
nba-brandon-rush,5.9,0,2,0,1,0,1,2015-12-16
nba-brandon-rush,2.0,0,0,1,0,0,0,2015-12-18
nba-brandon-rush,1.2,0,1,0,0,0,0,2015-12-23
nba-brandon-rush,0.0,0,0,0,0,0,0,2015-12-25
nba-brandon-rush,5.8,3,4,0,0,2,0,2015-12-28
nba-brandon-rush,7.1,0,3,0,1,0,1,2015-12-30
nba-brandon-rush,8.6,4,3,1,0,1,0,2015-12-31
nba-brandon-rush,13.3,5,4,1,1,0,0,2016-01-05
nba-brandon-rush,0.0,0,0,0,0,0,0,2016-01-08
nba-brandon-rush,0.0,0,0,0,0,0,0,2016-01-09
nba-brandon-rush,0.0,0,0,0,0,0,0,2016-01-13
nba-brandon-rush,17.3,9,4,0,1,0,1,2016-01-14
nba-brandon-rush,15.7,3,6,1,3,1,0,2016-01-16
nba-brandon-rush,2.2,1,1,0,0,0,0,2016-01-18
nba-brandon-rush,4.6,0,3,1,0,1,0,2016-01-20
nba-brandon-rush,11.6,3,3,1,2,0,0,2016-01-22
nba-brandon-rush,9.1,4,3,0,1,0,0,2016-01-25
nba-brandon-rush,27.8,20,4,1,0,1,1,2016-01-27
nba-brandon-rush,5.2,2,1,1,0,0,0,2016-01-30
nba-brandon-rush,7.1,0,3,0,1,0,1,2016-01-31
nba-brandon-rush,4.4,2,2,0,0,0,0,2016-02-03
nba-brandon-rush,16.0,5,5,0,4,1,0,2016-02-06
nba-brandon-rush,2.7,0,1,0,1,0,0,2016-02-09
nba-brandon-rush,16.6,11,3,0,2,1,0,2016-02-10
nba-brandon-rush,14.3,3,4,1,3,0,0,2016-02-19
nba-brandon-rush,8.1,3,3,0,1,0,0,2016-02-20
nba-brandon-rush,21.9,13,2,1,3,0,0,2016-02-24
nba-brandon-rush,1.0,0,0,0,0,1,1,2016-02-25
nba-brandon-rush,16.8,8,4,1,0,0,1,2016-03-01
nba-brandon-rush,12.5,5,5,0,1,0,0,2016-03-03
nba-brandon-rush,4.4,3,2,0,0,1,0,2016-03-06
nba-brandon-rush,3.2,3,1,0,0,1,0,2016-03-07
nba-brandon-rush,12.2,8,1,0,2,0,0,2016-03-09
nba-brandon-rush,0.0,0,0,0,0,0,0,2016-03-12
nba-brandon-rush,19.1,13,3,0,1,1,1,2016-03-14
nba-brandon-rush,7.9,4,2,0,1,0,0,2016-03-16
nba-brandon-rush,12.1,6,3,0,1,1,1,2016-03-18
nba-brandon-rush,0.2,0,1,0,0,1,0,2016-03-19
nba-brandon-rush,15.6,10,3,1,0,0,0,2016-03-21
nba-brandon-rush,23.8,8,9,1,2,0,0,2016-03-23
nba-brandon-rush,7.1,0,3,0,1,0,1,2016-03-25
nba-brandon-rush,4.2,3,1,0,0,0,0,2016-03-27
nba-brandon-rush,19.1,16,3,0,1,2,0,2016-03-29
nba-brandon-rush,4.2,3,1,0,0,0,0,2016-03-30
nba-brandon-rush,9.4,6,2,0,0,1,1,2016-04-01
